港澳台一线,#genre#
中天新闻,http://mtw.so/5FDwQQ



中视频道,rtmp://220.130.201.73/sat/tv091
华视频道,rtmp://220.130.201.73/sat/tv111
台视频道,rtmp://220.130.201.73/sat/tv071
民视频道,rtmp://220.130.201.73/sat/tv051
纬来体育,rtmp://220.130.201.73/sat/tv721
纬来育乐,rtmp://220.130.201.73/sat/tv701
纬来日本,rtmp://220.130.201.73/sat/tv771
东森超视,rtmp://220.130.201.73/sat/tv331

民视频道,rtmp://f13h.mine.nu/sat/tv051
台视频道,rtmp://f13h.mine.nu/sat/tv071
中视频道,rtmp://f13h.mine.nu/sat/tv091
华视频道,rtmp://f13h.mine.nu/sat/tv111
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
东森超视,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741
番薯音乐,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8


全球频道,#genre#
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
中國環球,http://live.cgtn.com/500/prog_index.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
环球频道,http://live.cgtn.com/500/prog_index.m3u8
日语新闻,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
中國環球,http://live.cgtn.com/500/prog_index.m3u8
动物频道,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
CGTNEurope,https://news.cgtn.com/resource/live/english/cgtn-news.m3u8
CGTNEurope,https://live.cgtn.com/1000/prog_index.m3u8
泰国ASTV,http://news1.live14.com/stream/news1_hi.m3u8
朝鲜新闻,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
环球频道,http://live.cgtn.com/500/prog_index.m3u8
\日语新闻,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8



香港测试,#genre#

凤凰资讯,http://ytb.csscc.cc:2086/live.m3u8?c=1
凤凰资讯,http://dms.yryyj.site:8188/udp/239.76.246.134:1234
凤凰资讯,http://dms.yryyj.site:8188/udp/239.76.253.134:9000
凤凰中文,http://dms.yryyj.site:8188/udp/239.76.246.135:1234
凤凰中文,http://dms.yryyj.site:8188/udp/239.76.253.135:9000
凤凰卫视,http://kuanglong.vicp.hk:2121/udp/239.93.16.31:8012
凤凰资讯,http://kuanglong.vicp.hk:2121/udp/239.93.16.118:8708
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://113.64.145.195:8081/hls/38/index.m3u8
凤凰资讯,http://113.64.145.195:8081/hls/36/index.m3u8
凤凰中文,http://113.64.145.195:8081/hls/37/index.m3u8
凤凰中文,http://171.223.215.229:4000/udp/239.93.0.162:2192
凤凰中文,http://171.223.215.229:4000/udp/239.93.1.9:2192
凤凰资讯,http://171.223.215.229:4000/udp/239.93.1.4:2191
凤凰中文,http://117.28.130.162:8888/rtp/239.61.2.184:9092
凤凰资讯,http://117.28.130.162:8888/rtp/239.61.2.183:9086
凤凰中文,http://120.41.124.228:8888/rtp/239.61.2.184:9092
凤凰资讯,http://120.41.124.228:8888/rtp/239.61.2.183:9086
凤凰资讯,http://www.yao87.com:4022/udp/239.76.246.135:1234
凤凰中文,http://171.223.215.229:4000/udp/239.93.0.162:2192
凤凰资讯,http://vl15191373.imwork.net:8880/udp/239.93.1.4:2191
凤凰中文,http://112.19.171.156:9999/udp/239.93.0.162:2192
凤凰资讯,http://112.19.171.156:9999/udp/239.93.0.118:2191
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv

华丽翡翠,http://cdn8.jdshipin.com:8880/smt.php?id=Wlt
翡翠台,http://cdn8.jdshipin.com:8880/smt.php?id=jade_twn
J2,http://cdn8.jdshipin.com:8880/smt.php?id=j2_twn
明珠台,http://cdn8.jdshipin.com:8880/smt.php?id=pearl_twn
无线新闻台,http://cdn8.jdshipin.com:8880/smt.php?id=inews_twn
财经资讯台,http://cdn8.jdshipin.com:8880/smt.php?id=tvbcaijing_twn
VIUTV,http://cdn8.jdshipin.com:8880/smt.php?id=viu1_twn
TVB星河,http://cdn8.jdshipin.com:8880/smt.php?id=Xinhe
HOY77,http://111.230.195.119:80/香蕉哥/hoy77/hls.m3u8
HOY78,http://111.230.195.119:80/香蕉哥/hoy78/hls.m3u8
TVB翡翠,http://111.230.195.119:80/香蕉哥/tvb/hls.m3u8
TVN,http://111.230.195.119:80/香蕉哥/tvn/hls.m3u8 
JTBC,http://111.230.195.119:80/香蕉哥/jtbc/hls.m3u8
明珠台,http://113.83.152.28:1935/bysid/2
TVB Plus,http://113.83.152.28:1935/bysid/82
無綫新聞台,http://113.83.152.28:1935/bysid/83
鳳凰香港,http://113.83.152.28:1935/bysid/85
翡翠台,http://grandprix2023.asuscomm.com:8889/bysid/1
ViuTVsix,http://grandprix2023.asuscomm.com:8889/bysid/96
ViuTV,http://grandprix2023.asuscomm.com:8889/bysid/99
Jelli,http://grandprix2023.asuscomm.com:8890/bysid/16
明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2
TVB Plus,http://grandprix2023.asuscomm.com:8892/bysid/82
無綫新聞台,http://grandprix2023.asuscomm.com:8892/bysid/83
鳳凰香港,http://grandprix2023.asuscomm.com:8892/bysid/85
明珠台,http://123.202.245.120:8008/bysid/2
TVB Plus,http://123.202.245.120:8008/bysid/82
無綫新聞台,http://123.202.245.120:8008/bysid/83
鳳凰香港,http://123.202.245.120:8008/bysid/85
HOY 國際財經台,http://123.202.245.120:8009/bysid/76
HOY TV,http://123.202.245.120:8009/bysid/77
HOY 資訊台,http://123.202.245.120:8009/bysid/78

华丽翡翠,http://888.iptv543.com/Smartv.php?id=Wlt
翡翠台,http://888.iptv543.com/Smartv.php?id=jade_twn
J2,http://888.iptv543.com/Smartv.php?id=j2_twn
明珠台,http://888.iptv543.com/Smartv.php?id=pearl_twn
无线新闻台,http://888.iptv543.com/Smartv.php?id=inews_twn
财经资讯台,http://888.iptv543.com/Smartv.php?id=tvbcaijing_twn
VIUTV,http://888.iptv543.com/Smartv.php?id=viu1_twn
TVB星河,http://888.iptv543.com/Smartv.php?id=Xinhe
TVB星河,http://888.iptv543.com/Smartv.php?id=tvbxinhe_twn

鳳凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
TVB Plus,http://ncdsrti.7766.org:7550/hls/chunklistxqsltvbj5.m3u8
翡翠台,http://1b6467f415.iok.la:9931/tsfile/live/1007_1.m3u8
明珠台,http://1b6467f415.iok.la:9931/tsfile/live/1009_1.m3u8
星空卫视,http://1b6467f415.iok.la:9931/tsfile/live/1039_1.m3u8
星空卫视,hhttps://epg.pw/stream/295e40de2803afdf3bdd9e10c5468e14227aca3ddcb253c76c5124bd0b09e1a7.ctv
TVB星河台,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8
无线娱乐新闻台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
无线新闻,http://137.175.30.127:9080/hls/inews.m3u8

TVB功夫台,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
TVB星河台,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB娱乐新闻台,http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
TVB星河台,http://113.64.145.195:8081/hls/135/index.m3u8
TVB本港台,http://113.64.145.195:8081/hls/135/index.m3u8
TVB J2台,http://nz189l149.bb27109.ctm.net:8892/bysid/82
TVB翡翠台,http://158.180.67.130/live/hls/J/j.m3u8
TVB翡翠台 4K,http://158.180.67.130/live/hls/JUHD/juhd.m3u8
TVB翡翠台 4K,http://free.9528.eu.org:9529/stream/hk/test/master.m3u8?u=admin&p=70db29aeaebf312fd2b93d3d69d99a16ad3319d0b354567f2be5c5e91c6be18b
TVB无线新闻台,http://zsntlqj.xicp.net:8896/bysid/83
TVB J1,https://bcovlive-a.akamaihd.net/e360e3f9895c4fae99b133ec8dc20f01/us-west-2/5324042807001/4a3bca5b047b4564b18bb12dfa26ba62/playlist_ssaiM.m3u8
Astro 欢喜台,http://gmlive.ddns.net:5000/kun5g/kun5g2024/52
Astro AEC,http://gmlive.ddns.net:5000/kun5g/kun5g2024/53
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
耀才财经台HD,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港34台全网,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
港台RTHK33HD,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
港台RTHK34HD,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8

湾湾频道,#genre#

民视第一台,http://live.9528.eu.org/4gtv.php?channel=1
民视台湾台,http://live.9528.eu.org/4gtv.php?channel=2
民视,http://live.9528.eu.org/4gtv.php?channel=3
中视,http://live.9528.eu.org/4gtv.php?channel=4
华视,http://live.9528.eu.org/4gtv.php?channel=6
公视戏剧,http://live.9528.eu.org/4gtv.php?channel=7
好消息2台,http://live.9528.eu.org/4gtv.php?channel=8
好消息,http://live.9528.eu.org/4gtv.php?channel=9
达文西频道,http://live.9528.eu.org/4gtv.php?channel=11
靖天卡通台,http://live.9528.eu.org/4gtv.php?channel=15
民视综艺台,http://live.9528.eu.org/4gtv.php?channel=16
爱尔达娱乐台,http://live.9528.eu.org/4gtv.php?channel=19
靖天综合台,http://live.9528.eu.org/4gtv.php?channel=21
靖天日本台,http://live.9528.eu.org/4gtv.php?channel=22
龙华戏剧台,http://live.9528.eu.org/4gtv.php?channel=23
民视影剧台,http://live.9528.eu.org/4gtv.php?channel=24
采昌影剧台,http://live.9528.eu.org/4gtv.php?channel=25
龙华日韩台,http://live.9528.eu.org/4gtv.php?channel=28
中天新闻台,http://live.9528.eu.org/4gtv.php?channel=30
民视新闻台,http://live.9528.eu.org/4gtv.php?channel=31
中视新闻,http://live.9528.eu.org/4gtv.php?channel=33
华视新闻,http://live.9528.eu.org/4gtv.php?channel=34
寰宇新闻台,http://live.9528.eu.org/4gtv.php?channel=36
视纳华仁纪实频道,http://live.9528.eu.org/4gtv.php?channel=38
amc电影台,http://live.9528.eu.org/4gtv.php?channel=39
影迷数位电影台,http://live.9528.eu.org/4gtv.php?channel=40
靖天映画,http://live.9528.eu.org/4gtv.php?channel=42
博斯高球台,http://live.9528.eu.org/4gtv.php?channel=48
博斯运动一台,http://live.9528.eu.org/4gtv.php?channel=50
博斯无限台,http://live.9528.eu.org/4gtv.php?channel=51
博斯网球台,http://live.9528.eu.org/4gtv.php?channel=52
TRACE Sport Stars,http://live.9528.eu.org/4gtv.php?channel=57
智林体育台,http://live.9528.eu.org/4gtv.php?channel=58
靖洋卡通Nice Bingo,http://live.9528.eu.org/4gtv.php?channel=59
i-Fun动漫台,http://live.9528.eu.org/4gtv.php?channel=60
民视旅游台,http://live.9528.eu.org/4gtv.php?channel=61
时尚运动X,http://live.9528.eu.org/4gtv.php?channel=69
TRACE Urban,http://live.9528.eu.org/4gtv.php?channel=78
Mezzo Live HD,http://live.9528.eu.org/4gtv.php?channel=79
CLASSICA 古典乐,http://live.9528.eu.org/4gtv.php?channel=80
靖天电影台,http://live.9528.eu.org/4gtv.php?channel=82
靖天育乐台,http://live.9528.eu.org/4gtv.php?channel=83
KLT-靖天国际台,http://live.9528.eu.org/4gtv.php?channel=84
半岛国际新闻台,http://live.9528.eu.org/4gtv.php?channel=85
VOA美国之音,http://live.9528.eu.org/4gtv.php?channel=86
靖天资讯台,http://live.9528.eu.org/4gtv.php?channel=88
凤梨直击台,http://live.9528.eu.org/4gtv.php?channel=93
香蕉直击台,http://live.9528.eu.org/4gtv.php?channel=94
ELTV生活英语台,http://live.9528.eu.org/4gtv.php?channel=106
客家电视台,http://live.9528.eu.org/4gtv.php?channel=107
猪哥亮歌厅秀,http://live.9528.eu.org/4gtv.php?channel=113
八大综艺台,http://live.9528.eu.org/4gtv.php?channel=114
靖天戏剧台,http://live.9528.eu.org/4gtv.php?channel=116
靖洋戏剧台,http://live.9528.eu.org/4gtv.php?channel=118
Nice TV 靖天欢乐台,http://live.9528.eu.org/4gtv.php?channel=119
龙华电影台,http://live.9528.eu.org/4gtv.php?channel=121
中视菁采台,http://live.9528.eu.org/4gtv.php?channel=123
中视经典台,http://live.9528.eu.org/4gtv.php?channel=124
Love Nature,http://live.9528.eu.org/4gtv.php?channel=139
车迷TV,http://live.9528.eu.org/4gtv.php?channel=160
幸福空间居家台,http://live.9528.eu.org/4gtv.php?channel=168
三立综合台,http://live.9528.eu.org/4gtv.php?channel=169
国会频道1,http://live.9528.eu.org/4gtv.php?channel=170
国会频道2,http://live.9528.eu.org/4gtv.php?channel=171
八大精彩台,http://live.9528.eu.org/4gtv.php?channel=172
东森购物一台,http://live.9528.eu.org/4gtv.php?channel=173
东森购物二台,http://live.9528.eu.org/4gtv.php?channel=174
LUXE TV Channel,http://live.9528.eu.org/4gtv.php?channel=175
My Cinema Europe HD 我的欧洲电影,http://live.9528.eu.org/4gtv.php?channel=176
TV5MONDE STYLE HD 生活时尚,http://live.9528.eu.org/4gtv.php?channel=178
GINX Esports TV,http://live.9528.eu.org/4gtv.php?channel=179
ROCK Action,http://live.9528.eu.org/4gtv.php?channel=180
TechStorm,http://live.9528.eu.org/4gtv.php?channel=181
Pet Club TV,http://live.9528.eu.org/4gtv.php?channel=182
TVBS,http://live.9528.eu.org/4gtv.php?channel=183
TVBS欢乐台,http://live.9528.eu.org/4gtv.php?channel=184
尼克儿童频道,http://live.9528.eu.org/4gtv.php?channel=185
HITS频道,http://live.9528.eu.org/4gtv.php?channel=186
LiveABC互动英语频道,http://live.9528.eu.org/4gtv.php?channel=188
ARIRANG阿里郎频道,http://live.9528.eu.org/4gtv.php?channel=189
经典电影台,http://live.9528.eu.org/4gtv.php?channel=201
经典卡通台,http://live.9528.eu.org/4gtv.php?channel=202
精选动漫台,http://live.9528.eu.org/4gtv.php?channel=204
大爱电视,http://live.9528.eu.org/4gtv.php?channel=209
人间卫视,http://live.9528.eu.org/4gtv.php?channel=210
影迷数位纪实台,http://live.9528.eu.org/4gtv.php?channel=212
MTV Live HD 音乐频道,http://live.9528.eu.org/4gtv.php?channel=213
History 历史频道,http://live.9528.eu.org/4gtv.php?channel=214
CI 罪案侦查频道,http://live.9528.eu.org/4gtv.php?channel=215
Lifetime 娱乐频道,http://live.9528.eu.org/4gtv.php?channel=217
电影原声台CMusic,http://live.9528.eu.org/4gtv.php?channel=218
Nick Jr. 儿童频道,http://live.9528.eu.org/4gtv.php?channel=219
XTR亚太台,http://live.9528.eu.org/4gtv.php?channel=223
SBN全球财经台,http://live.9528.eu.org/4gtv.php?channel=224
CinemaWorld,http://live.9528.eu.org/4gtv.php?channel=225
DW德国之声,http://live.9528.eu.org/4gtv.php?channel=226
TVBS精采台,http://live.9528.eu.org/4gtv.php?channel=227
三立新闻iNEWS,http://live.9528.eu.org/4gtv.php?channel=229
大爱二台,http://live.9528.eu.org/4gtv.php?channel=230
MOMO亲子台,http://live.9528.eu.org/4gtv.php?channel=231
CNBC Asia 财经台,http://live.9528.eu.org/4gtv.php?channel=235
金光布袋戏,http://live.9528.eu.org/4gtv.php?channel=236
爱尔达生活旅游台,http://live.9528.eu.org/4gtv.php?channel=237
戏剧免费看 2台,http://live.9528.eu.org/4gtv.php?channel=244
电影免费看 2台,http://live.9528.eu.org/4gtv.php?channel=245
民视,http://live.9528.eu.org/4gtv.php?channel=246
滚动力rollor,http://live.9528.eu.org/4gtv.php?channel=249
亚洲旅游台,http://live.9528.eu.org/4gtv.php?channel=250
Global Trekker,http://live.9528.eu.org/4gtv.php?channel=252
民视第一台,http://live.9528.eu.org/4gtv.php?channel=254
民视台湾台,http://live.9528.eu.org/4gtv.php?channel=255
华视新闻,http://live.9528.eu.org/4gtv.php?channel=256
民视新闻台,http://live.9528.eu.org/4gtv.php?channel=257
中视新闻,http://live.9528.eu.org/4gtv.php?channel=258
中天新闻台,http://live.9528.eu.org/4gtv.php?channel=260
亚洲旅游台,http://live.9528.eu.org/4gtv.php?channel=261
镜电视新闻台,http://live.9528.eu.org/4gtv.php?channel=268
儿童卡通台,http://live.9528.eu.org/4gtv.php?channel=269
戏剧免费看 1台,http://live.9528.eu.org/4gtv.php?channel=270
原住民族电视台,http://live.9528.eu.org/4gtv.php?channel=273
fun探索娱乐台,http://live.9528.eu.org/4gtv.php?channel=274
ROCK Entertainment,http://live.9528.eu.org/4gtv.php?channel=275
时尚运动X,http://live.9528.eu.org/4gtv.php?channel=277
