中央频道,#genre#
CCTV4欧洲,http://221.222.162.206:8888/udp/239.3.1.213:4220,0.64
CCTV4欧洲,http://114.249.229.24:8888/udp/239.3.1.213:4220,0.62
CCTV4欧洲,http://114.252.235.176:8000/udp/239.3.1.213:4220,0.6
CCTV4欧洲,http://123.113.187.204:8000/udp/239.3.1.213:4220,0.54
CCTV4欧洲,http://123.113.237.160:8888/udp/239.3.1.213:4220,0.5
CCTV4欧洲,http://111.199.234.10:18888/udp/239.3.1.213:4220,0.5
CCTV4欧洲HD,http://118.251.60.185:8888/udp/239.76.253.95:9000,0.73
CCTV4美洲,http://114.249.215.204:9888/udp/239.3.1.214:4220,1.01
CCTV4美洲,http://114.249.230.215:9888/udp/239.3.1.214:4220,1.01
CCTV4美洲,http://114.252.239.133:9876/udp/239.3.1.214:4220,0.99
CCTV4美洲,http://123.117.237.15:8680/udp/239.3.1.214:4220,0.93
CCTV4美洲,http://111.196.129.152:20000/udp/239.3.1.214:4220,0.93
CCTV4美洲,http://60.2.190.206:4000/udp/239.253.93.193:6371,0.84
CCTV4美洲,http://114.252.238.87:8000/udp/239.3.1.214:4220,0.75
CCTV4美洲,http://60.10.106.114:555/udp/239.253.93.193:6371,0.7
CCTV4美洲,http://222.129.139.91:8888/udp/239.3.1.214:4220,0.68
CCTV4美洲,http://221.222.162.206:8888/udp/239.3.1.214:4220,0.64
CCTV4美洲,http://114.249.229.24:8888/udp/239.3.1.214:4220,0.62
CCTV4美洲,http://114.252.235.176:8000/udp/239.3.1.214:4220,0.6
CCTV4美洲,http://123.113.187.204:8000/udp/239.3.1.214:4220,0.54
CCTV4美洲,http://123.113.237.160:8888/udp/239.3.1.214:4220,0.5
CCTV4美洲,http://111.199.234.10:18888/udp/239.3.1.214:4220,0.5
CCTV4美洲HD,http://118.251.60.185:8888/udp/239.76.253.96:9000,0.73
CCTV5,http://114.249.215.204:9888/udp/239.3.1.173:8001,1.01
CCTV5,http://114.249.230.215:9888/udp/239.3.1.173:8001,1.01
CCTV5,http://114.252.239.133:9876/udp/239.3.1.173:8001,0.99
CCTV5,http://123.117.237.15:8680/udp/239.3.1.173:8001,0.93
CCTV5,http://111.196.129.152:20000/udp/239.3.1.173:8001,0.93
CCTV5,http://60.2.190.206:4000/udp/239.253.92.181:6046,0.84
CCTV5,http://114.252.238.87:8000/udp/239.3.1.173:8001,0.75
CCTV5,http://60.10.106.114:555/udp/239.253.92.181:6046,0.7
CCTV5,http://222.129.139.91:8888/udp/239.3.1.173:8001,0.68
CCTV5,http://221.222.162.206:8888/udp/239.3.1.173:8001,0.64
CCTV5,http://114.249.229.24:8888/udp/239.3.1.173:8001,0.62
CCTV5,http://114.252.235.176:8000/udp/239.3.1.173:8001,0.6
CCTV5,http://1.203.111.193:17777/udp/225.1.8.89:8000,0.6
CCTV5,http://115.171.216.225:4000/udp/225.1.8.89:8000,0.59
CCTV5,http://123.113.187.204:8000/udp/239.3.1.173:8001,0.54
CCTV5,http://123.113.237.160:8888/udp/239.3.1.173:8001,0.5
CCTV5,http://111.199.234.10:18888/udp/239.3.1.173:8001,0.5
CCTV5+,http://114.249.215.204:9888/udp/239.3.1.130:8004,1.01
CCTV5+,http://114.249.230.215:9888/udp/239.3.1.130:8004,1.01
CCTV5+,http://114.252.239.133:9876/udp/239.3.1.130:8004,0.99
CCTV5+,http://123.117.237.15:8680/udp/239.3.1.130:8004,0.93
CCTV5+,http://111.196.129.152:20000/udp/239.3.1.130:8004,0.93
CCTV5+,http://60.2.190.206:4000/udp/239.253.92.82:8013,0.84
CCTV5+,http://114.252.238.87:8000/udp/239.3.1.130:8004,0.75
CCTV5+,http://60.10.106.114:555/udp/239.253.92.82:8013,0.7
CCTV5+,http://222.129.139.91:8888/udp/239.3.1.130:8004,0.68
CCTV5+,http://221.222.162.206:8888/udp/239.3.1.130:8004,0.64
CCTV5+,http://114.249.229.24:8888/udp/239.3.1.130:8004,0.62
CCTV5+,http://114.252.235.176:8000/udp/239.3.1.130:8004,0.6
CCTV5+,http://1.203.111.193:17777/udp/225.1.8.20:8004,0.6
CCTV5+,http://115.171.216.225:4000/udp/225.1.8.20:8004,0.59
CCTV5+,http://123.113.187.204:8000/udp/239.3.1.130:8004,0.54
CCTV5+,http://123.113.237.160:8888/udp/239.3.1.130:8004,0.5
CCTV5+,http://111.199.234.10:18888/udp/239.3.1.130:8004,0.5
CCTV5+hd,http://118.251.60.185:8888/udp/239.76.253.168:9000,0.73
CCTV5HD,http://118.251.60.185:8888/udp/239.76.253.155:9000,0.73
CCTV6,http://114.249.215.204:9888/udp/239.3.1.174:8001,1.01
CCTV6,http://114.249.230.215:9888/udp/239.3.1.174:8001,1.01
CCTV6,http://114.252.239.133:9876/udp/239.3.1.174:8001,0.99
CCTV6,http://123.117.237.15:8680/udp/239.3.1.174:8001,0.93
CCTV6,http://111.196.129.152:20000/udp/239.3.1.174:8001,0.93
CCTV6,http://60.2.190.206:4000/udp/239.253.92.193:6058,0.84
CCTV6,http://114.252.238.87:8000/udp/239.3.1.174:8001,0.75
CCTV6,http://60.10.106.114:555/udp/239.253.92.193:6058,0.7
CCTV6,http://222.129.139.91:8888/udp/239.3.1.174:8001,0.68
CCTV6,http://221.222.162.206:8888/udp/239.3.1.174:8001,0.64
CCTV6,http://114.249.229.24:8888/udp/239.3.1.174:8001,0.62
CCTV6,http://114.252.235.176:8000/udp/239.3.1.174:8001,0.6
CCTV6,http://1.203.111.193:17777/udp/225.1.8.84:8000,0.6
CCTV6,http://115.171.216.225:4000/udp/225.1.8.84:8000,0.59
CCTV6,http://123.113.187.204:8000/udp/239.3.1.174:8001,0.54
CCTV6,http://123.113.237.160:8888/udp/239.3.1.174:8001,0.5
CCTV6,http://111.199.234.10:18888/udp/239.3.1.174:8001,0.5
CCTV6HD,http://118.251.60.185:8888/udp/239.76.253.156:9000,0.73
CCTV7,http://114.249.215.204:9888/udp/239.3.1.61:8104,1.01
CCTV7,http://114.249.230.215:9888/udp/239.3.1.61:8104,1.01
CCTV7,http://114.252.239.133:9876/udp/239.3.1.61:8104,0.99
CCTV7,http://123.117.237.15:8680/udp/239.3.1.61:8104,0.93
CCTV7,http://111.196.129.152:20000/udp/239.3.1.61:8104,0.93
CCTV7,http://60.2.190.206:4000/udp/239.253.92.194:6059,0.84
CCTV7,http://114.252.238.87:8000/udp/239.3.1.61:8104,0.75
CCTV7,http://60.10.106.114:555/udp/239.253.92.194:6059,0.7
CCTV7,http://222.129.139.91:8888/udp/239.3.1.61:8104,0.68
CCTV7,http://221.222.162.206:8888/udp/239.3.1.61:8104,0.64
CCTV7,http://114.249.229.24:8888/udp/239.3.1.61:8104,0.62
CCTV7,http://114.252.235.176:8000/udp/239.3.1.61:8104,0.6
CCTV7,http://1.203.111.193:17777/udp/225.1.8.7:8104,0.6
CCTV7,http://115.171.216.225:4000/udp/225.1.8.7:8104,0.59
CCTV7,http://123.113.187.204:8000/udp/239.3.1.61:8104,0.54
CCTV7,http://123.113.237.160:8888/udp/239.3.1.61:8104,0.5
CCTV7,http://111.199.234.10:18888/udp/239.3.1.61:8104,0.5
CCTV7HD,http://118.251.60.185:8888/udp/239.76.253.157:9000,0.73
CCTV8,http://114.249.215.204:9888/udp/239.3.1.175:8001,1.01
CCTV8,http://114.249.230.215:9888/udp/239.3.1.175:8001,1.01
CCTV8,http://114.252.239.133:9876/udp/239.3.1.175:8001,0.99
CCTV8,http://123.117.237.15:8680/udp/239.3.1.175:8001,0.93
CCTV8,http://111.196.129.152:20000/udp/239.3.1.175:8001,0.93
CCTV8,http://60.2.190.206:4000/udp/239.253.92.195:6060,0.84
CCTV8,http://114.252.238.87:8000/udp/239.3.1.175:8001,0.75
CCTV8,http://60.10.106.114:555/udp/239.253.92.195:6060,0.7
CCTV8,http://222.129.139.91:8888/udp/239.3.1.175:8001,0.68
CCTV8,http://221.222.162.206:8888/udp/239.3.1.175:8001,0.64
CCTV8,http://114.249.229.24:8888/udp/239.3.1.175:8001,0.62
CCTV8,http://114.252.235.176:8000/udp/239.3.1.175:8001,0.6
CCTV8,http://1.203.111.193:17777/udp/225.1.8.85:8000,0.6
CCTV8,http://115.171.216.225:4000/udp/225.1.8.85:8000,0.59
CCTV8,http://123.113.187.204:8000/udp/239.3.1.175:8001,0.54
CCTV8,http://123.113.237.160:8888/udp/239.3.1.175:8001,0.5
CCTV8,http://111.199.234.10:18888/udp/239.3.1.175:8001,0.5
CCTV8HD,http://118.251.60.185:8888/udp/239.76.253.158:9000,0.73
CCTV9,http://114.249.215.204:9888/udp/239.3.1.62:8112,1.01
CCTV9,http://114.249.230.215:9888/udp/239.3.1.62:8112,1.01
CCTV9,http://114.252.239.133:9876/udp/239.3.1.62:8112,0.99
CCTV9,http://123.117.237.15:8680/udp/239.3.1.62:8112,0.93
CCTV9,http://111.196.129.152:20000/udp/239.3.1.62:8112,0.93
CCTV9,http://60.2.190.206:4000/udp/239.253.92.107:6020,0.84
CCTV9,http://114.252.238.87:8000/udp/239.3.1.62:8112,0.75
CCTV9,http://60.10.106.114:555/udp/239.253.92.107:6020,0.7
CCTV9,http://222.129.139.91:8888/udp/239.3.1.62:8112,0.68
CCTV9,http://221.222.162.206:8888/udp/239.3.1.62:8112,0.64
CCTV9,http://114.249.229.24:8888/udp/239.3.1.62:8112,0.62
CCTV9,http://114.252.235.176:8000/udp/239.3.1.62:8112,0.6
CCTV9,http://1.203.111.193:17777/udp/225.1.8.9:8112,0.6
CCTV9,http://115.171.216.225:4000/udp/225.1.8.9:8112,0.59
CCTV9,http://123.113.187.204:8000/udp/239.3.1.62:8112,0.54
CCTV9,http://123.113.237.160:8888/udp/239.3.1.62:8112,0.5
CCTV9,http://111.199.234.10:18888/udp/239.3.1.62:8112,0.5
CCTV9HD,http://118.251.60.185:8888/udp/239.76.253.159:9000,0.73
CCTV10,http://114.249.215.204:9888/udp/239.3.1.63:8116,1.01
CCTV10,http://114.249.230.215:9888/udp/239.3.1.63:8116,1.01
CCTV10,http://114.252.239.133:9876/udp/239.3.1.63:8116,0.99
CCTV10,http://123.117.237.15:8680/udp/239.3.1.63:8116,0.93
CCTV10,http://111.196.129.152:20000/udp/239.3.1.63:8116,0.93
CCTV10,http://60.2.190.206:4000/udp/239.253.92.196:6061,0.84
CCTV10,http://114.252.238.87:8000/udp/239.3.1.63:8116,0.75
CCTV10,http://60.10.106.114:555/udp/239.253.92.196:6061,0.7
CCTV10,http://222.129.139.91:8888/udp/239.3.1.63:8116,0.68
CCTV10,http://221.222.162.206:8888/udp/239.3.1.63:8116,0.64
CCTV10,http://114.249.229.24:8888/udp/239.3.1.63:8116,0.62
CCTV10,http://114.252.235.176:8000/udp/239.3.1.63:8116,0.6
CCTV10,http://1.203.111.193:17777/udp/225.1.8.10:8116,0.6
CCTV10,http://115.171.216.225:4000/udp/225.1.8.10:8116,0.59
CCTV10,http://123.113.187.204:8000/udp/239.3.1.63:8116,0.54
CCTV10,http://123.113.237.160:8888/udp/239.3.1.63:8116,0.5
CCTV10,http://111.199.234.10:18888/udp/239.3.1.63:8116,0.5
CCTV10HD,http://118.251.60.185:8888/udp/239.76.253.160:9000,0.73
CCTV11,http://114.249.215.204:9888/udp/239.3.1.152:8120,1.01
CCTV11,http://114.249.230.215:9888/udp/239.3.1.152:8120,1.01
CCTV11,http://114.252.239.133:9876/udp/239.3.1.152:8120,0.99
CCTV11,http://123.117.237.15:8680/udp/239.3.1.152:8120,0.93
CCTV11,http://111.196.129.152:20000/udp/239.3.1.152:8120,0.93
CCTV11,http://60.2.190.206:4000/udp/239.253.93.153:6321,0.84
CCTV11,http://114.252.238.87:8000/udp/239.3.1.152:8120,0.75
CCTV11,http://60.10.106.114:555/udp/239.253.93.153:6321,0.7
CCTV11,http://222.129.139.91:8888/udp/239.3.1.152:8120,0.68
CCTV11,http://221.222.162.206:8888/udp/239.3.1.152:8120,0.64
CCTV11,http://114.249.229.24:8888/udp/239.3.1.152:8120,0.62
CCTV11,http://114.252.235.176:8000/udp/239.3.1.152:8120,0.6
CCTV11,http://1.203.111.193:17777/udp/225.1.8.73:8120,0.6
CCTV11,http://115.171.216.225:4000/udp/225.1.8.73:8120,0.59
CCTV11,http://123.113.187.204:8000/udp/239.3.1.152:8120,0.54
CCTV11,http://123.113.237.160:8888/udp/239.3.1.152:8120,0.5
CCTV11,http://111.199.234.10:18888/udp/239.3.1.152:8120,0.5
CCTV11HD,http://118.251.60.185:8888/udp/239.76.245.251:1234,0.73
CCTV12,http://114.249.215.204:9888/udp/239.3.1.64:8124,1.01
CCTV12,http://114.249.230.215:9888/udp/239.3.1.64:8124,1.01
CCTV12,http://114.252.239.133:9876/udp/239.3.1.64:8124,0.99
CCTV12,http://123.117.237.15:8680/udp/239.3.1.64:8124,0.93
CCTV12,http://111.196.129.152:20000/udp/239.3.1.64:8124,0.93
CCTV12,http://60.2.190.206:4000/udp/239.253.92.197:6062,0.84
CCTV12,http://114.252.238.87:8000/udp/239.3.1.64:8124,0.75
CCTV12,http://60.10.106.114:555/udp/239.253.92.197:6062,0.7
CCTV12,http://222.129.139.91:8888/udp/239.3.1.64:8124,0.68
CCTV12,http://221.222.162.206:8888/udp/239.3.1.64:8124,0.64
CCTV12,http://114.249.229.24:8888/udp/239.3.1.64:8124,0.62
CCTV12,http://114.252.235.176:8000/udp/239.3.1.64:8124,0.6
CCTV12,http://1.203.111.193:17777/udp/225.1.8.12:8124,0.6
CCTV12,http://115.171.216.225:4000/udp/225.1.8.12:8124,0.59
CCTV12,http://123.113.187.204:8000/udp/239.3.1.64:8124,0.54
CCTV12,http://123.113.237.160:8888/udp/239.3.1.64:8124,0.5
CCTV12,http://111.199.234.10:18888/udp/239.3.1.64:8124,0.5
CCTV12HD,http://118.251.60.185:8888/udp/239.76.253.162:9000,0.73
CCTV13,http://114.249.215.204:9888/udp/239.3.1.124:8128,1.01
CCTV13,http://114.249.230.215:9888/udp/239.3.1.124:8128,1.01
CCTV13,http://114.252.239.133:9876/udp/239.3.1.124:8128,0.99
CCTV13,http://123.117.237.15:8680/udp/239.3.1.124:8128,0.93
CCTV13,http://111.196.129.152:20000/udp/239.3.1.124:8128,0.93
CCTV13,http://60.2.190.206:4000/udp/239.253.92.13:8008,0.84
CCTV13,http://114.252.238.87:8000/udp/239.3.1.124:8128,0.75
CCTV13,http://60.10.106.114:555/udp/239.253.92.13:8008,0.7
CCTV13,http://222.129.139.91:8888/udp/239.3.1.124:8128,0.68
CCTV13,http://221.222.162.206:8888/udp/239.3.1.124:8128,0.64
CCTV13,http://114.249.229.24:8888/udp/239.3.1.124:8128,0.62
CCTV13,http://114.252.235.176:8000/udp/239.3.1.124:8128,0.6
CCTV13,http://1.203.111.193:17777/udp/225.1.8.168:8130,0.6
CCTV13,http://115.171.216.225:4000/udp/225.1.8.168:8130,0.59
CCTV13,http://123.113.187.204:8000/udp/239.3.1.124:8128,0.54
CCTV13,http://123.113.237.160:8888/udp/239.3.1.124:8128,0.5
CCTV13,http://111.199.234.10:18888/udp/239.3.1.124:8128,0.5
CCTV13HD,http://118.251.60.185:8888/udp/239.76.253.93:9000,0.73
CCTV14,http://114.249.215.204:9888/udp/239.3.1.65:8132,1.01
CCTV14,http://114.249.230.215:9888/udp/239.3.1.65:8132,1.01
CCTV14,http://114.252.239.133:9876/udp/239.3.1.65:8132,0.99
CCTV14,http://123.117.237.15:8680/udp/239.3.1.65:8132,0.93
CCTV14,http://111.196.129.152:20000/udp/239.3.1.65:8132,0.93
CCTV14,http://60.2.190.206:4000/udp/239.253.92.198:6063,0.84
CCTV14,http://114.252.238.87:8000/udp/239.3.1.65:8132,0.75
CCTV14,http://60.10.106.114:555/udp/239.253.92.198:6063,0.7
CCTV14,http://222.129.139.91:8888/udp/239.3.1.65:8132,0.68
CCTV14,http://221.222.162.206:8888/udp/239.3.1.65:8132,0.64
CCTV14,http://114.249.229.24:8888/udp/239.3.1.65:8132,0.62
CCTV14,http://114.252.235.176:8000/udp/239.3.1.65:8132,0.6
CCTV14,http://1.203.111.193:17777/udp/225.1.8.14:8132,0.6
CCTV14,http://115.171.216.225:4000/udp/225.1.8.14:8132,0.59
CCTV14,http://123.113.187.204:8000/udp/239.3.1.65:8132,0.54
CCTV14,http://123.113.237.160:8888/udp/239.3.1.65:8132,0.5
CCTV14,http://111.199.234.10:18888/udp/239.3.1.65:8132,0.5
CCTV14HD,http://118.251.60.185:8888/udp/239.76.253.164:9000,0.73
CCTV15,http://114.249.215.204:9888/udp/239.3.1.153:8136,1.01
CCTV15,http://114.249.230.215:9888/udp/239.3.1.153:8136,1.01
CCTV15,http://114.252.239.133:9876/udp/239.3.1.153:8136,0.99
CCTV15,http://123.117.237.15:8680/udp/239.3.1.153:8136,0.93
CCTV15,http://111.196.129.152:20000/udp/239.3.1.153:8136,0.93
CCTV15,http://60.2.190.206:4000/udp/239.253.93.154:6322,0.84
CCTV15,http://114.252.238.87:8000/udp/239.3.1.153:8136,0.75
CCTV15,http://60.10.106.114:555/udp/239.253.93.154:6322,0.7
CCTV15,http://222.129.139.91:8888/udp/239.3.1.153:8136,0.68
CCTV15,http://221.222.162.206:8888/udp/239.3.1.153:8136,0.64
CCTV15,http://114.249.229.24:8888/udp/239.3.1.153:8136,0.62
CCTV15,http://114.252.235.176:8000/udp/239.3.1.153:8136,0.6
CCTV15,http://1.203.111.193:17777/udp/225.1.8.74:8136,0.6
CCTV15,http://115.171.216.225:4000/udp/225.1.8.74:8136,0.59
CCTV15,http://123.113.187.204:8000/udp/239.3.1.153:8136,0.54
CCTV15,http://123.113.237.160:8888/udp/239.3.1.153:8136,0.5
CCTV15,http://111.199.234.10:18888/udp/239.3.1.153:8136,0.5
CCTV15HD,http://118.251.60.185:8888/udp/239.76.245.252:1234,0.73
CCTV16,http://114.249.215.204:9888/udp/239.3.1.183:8001,1.01
CCTV16,http://114.249.215.204:9888/udp/239.3.1.184:8001,1.01
CCTV16,http://114.249.230.215:9888/udp/239.3.1.183:8001,1.01
CCTV16,http://114.249.230.215:9888/udp/239.3.1.184:8001,1.01
CCTV16,http://114.252.239.133:9876/udp/239.3.1.183:8001,0.99
CCTV16,http://114.252.239.133:9876/udp/239.3.1.184:8001,0.99
CCTV16,http://123.117.237.15:8680/udp/239.3.1.183:8001,0.93
CCTV16,http://123.117.237.15:8680/udp/239.3.1.184:8001,0.93
CCTV16,http://111.196.129.152:20000/udp/239.3.1.183:8001,0.93
CCTV16,http://111.196.129.152:20000/udp/239.3.1.184:8001,0.93
CCTV16,http://114.252.238.87:8000/udp/239.3.1.183:8001,0.75
CCTV16,http://114.252.238.87:8000/udp/239.3.1.184:8001,0.75
CCTV16,http://222.129.139.91:8888/udp/239.3.1.183:8001,0.68
CCTV16,http://222.129.139.91:8888/udp/239.3.1.184:8001,0.68
CCTV16,http://221.222.162.206:8888/udp/239.3.1.183:8001,0.64
CCTV16,http://221.222.162.206:8888/udp/239.3.1.184:8001,0.64
CCTV16,http://114.249.229.24:8888/udp/239.3.1.183:8001,0.62
CCTV16,http://114.249.229.24:8888/udp/239.3.1.184:8001,0.62
CCTV16,http://114.252.235.176:8000/udp/239.3.1.183:8001,0.6
CCTV16,http://114.252.235.176:8000/udp/239.3.1.184:8001,0.6
CCTV16,http://123.113.187.204:8000/udp/239.3.1.183:8001,0.54
CCTV16,http://123.113.187.204:8000/udp/239.3.1.184:8001,0.54
CCTV16,http://123.113.237.160:8888/udp/239.3.1.183:8001,0.5
CCTV16,http://123.113.237.160:8888/udp/239.3.1.184:8001,0.5
CCTV16,http://111.199.234.10:18888/udp/239.3.1.183:8001,0.5
CCTV16,http://111.199.234.10:18888/udp/239.3.1.184:8001,0.5
CCTV16 4K,http://118.251.60.185:8888/udp/239.76.253.224:9000,0.73
CCTV16 4k,http://118.251.60.185:8888/udp/239.76.246.224:1234,0.73
CCTV16 4kHDR,http://118.251.60.185:8888/udp/239.76.246.230:1234,0.73
CCTV16-4K,http://118.251.60.185:8888/udp/239.76.253.230:9000,0.73
CCTV16HD,http://118.251.60.185:8888/udp/239.76.253.98:9000,0.73
CCTV17,http://114.249.215.204:9888/udp/239.3.1.151:8144,1.01
CCTV17,http://114.249.230.215:9888/udp/239.3.1.151:8144,1.01
CCTV17,http://114.252.239.133:9876/udp/239.3.1.151:8144,0.99
CCTV17,http://123.117.237.15:8680/udp/239.3.1.151:8144,0.93
CCTV17,http://111.196.129.152:20000/udp/239.3.1.151:8144,0.93
CCTV17,http://60.2.190.206:4000/udp/239.253.93.150:6318,0.84
CCTV17,http://114.252.238.87:8000/udp/239.3.1.151:8144,0.75
CCTV17,http://60.10.106.114:555/udp/239.253.93.150:6318,0.7
CCTV17,http://222.129.139.91:8888/udp/239.3.1.151:8144,0.68
CCTV17,http://221.222.162.206:8888/udp/239.3.1.151:8144,0.64
CCTV17,http://114.249.229.24:8888/udp/239.3.1.151:8144,0.62
CCTV17,http://114.252.235.176:8000/udp/239.3.1.151:8144,0.6
CCTV17,http://1.203.111.193:17777/udp/225.1.8.17:8144,0.6
CCTV17,http://115.171.216.225:4000/udp/225.1.8.17:8144,0.59
CCTV17,http://123.113.187.204:8000/udp/239.3.1.151:8144,0.54
CCTV17,http://123.113.237.160:8888/udp/239.3.1.151:8144,0.5
CCTV17,http://111.199.234.10:18888/udp/239.3.1.151:8144,0.5
CCTV17HD,http://118.251.60.185:8888/udp/239.76.245.238:1234,0.73
CCTV世界地理,http://60.2.190.206:4000/udp/239.253.92.131:6113,0.84
CCTV世界地理,http://60.10.106.114:555/udp/239.253.92.131:6113,0.7
CCTV世界地理HD,http://118.251.60.185:8888/udp/239.76.254.57:9000,0.73
